"","s1.pileup.freq","s2.pileup.freq","s3.pileup.freq","s4.pileup.freq","s5.pileup.freq"
"chr1:27240114",7392,6477,5469,7929,5850
"chr1:27240115",7376,6441,5451,7958,5839
"chr1:27240116",7292,6401,5414,7889,5814
"chr1:27240117",7319,6404,5434,7924,5828
"chr1:27240118",7328,6395,5425,7927,5823
"chr1:27240119",7294,6405,5387,7910,5806
"chr1:27240120",7249,6372,5343,7853,5774
"chr1:27240121",7137,6284,5242,7757,5666
"chr1:27240122",7135,6267,5236,7722,5651
"chr1:27240123",7099,6228,5197,7693,5622
"chr1:27240124",7102,6216,5179,7673,5648
"chr1:27240125",7134,6235,5197,7694,5654
"chr1:27240126",7123,6234,5190,7698,5648
"chr1:27240127",7124,6239,5183,7725,5642
"chr1:27240128",7163,6268,5206,7753,5687
"chr1:27240129",7128,6212,5180,7708,5638
"chr1:27240130",7044,6165,5148,7636,5587
"chr1:27240131",6826,5984,5032,7451,5434
"chr1:27240132",6786,5955,4986,7375,5401
"chr1:27240133",6728,5903,4948,7324,5382
"chr1:27240134",6804,5932,4988,7346,5417
"chr1:27240135",6897,5992,5052,7387,5482
"chr1:27240136",6913,6025,5064,7402,5505
"chr1:27240137",6906,6038,5078,7407,5519
"chr1:27240138",6868,6012,5059,7363,5503
"chr1:27240139",6884,6052,5075,7354,5528
"chr1:27240140",6930,6069,5093,7381,5527
"chr1:27240141",6909,6076,5067,7382,5502
"chr1:27240142",6792,5992,4996,7309,5422
"chr1:27240143",6823,6034,5009,7313,5433
"chr1:27240144",6823,6068,5010,7347,5451
"chr1:27240145",6685,5962,4929,7234,5393
"chr1:27240146",6667,5947,4922,7214,5388
"chr1:27240147",6704,5959,4938,7246,5402
"chr1:27240148",6675,5950,4923,7214,5385
"chr1:27240149",6742,5996,4964,7265,5422
"chr1:27240150",6753,5982,4970,7257,5419
"chr1:27240151",6691,5926,4944,7194,5371
"chr1:27240152",6607,5879,4847,7102,5278
"chr1:27240153",6526,5832,4806,7050,5229
"chr1:27240154",6537,5888,4816,7069,5255
"chr1:27240155",6676,5975,4893,7191,5341
"chr1:27240156",6853,6164,5002,7415,5500
"chr1:27240157",6908,6239,5043,7488,5551
"chr1:27240158",6860,6207,5031,7473,5500
"chr1:27240159",6824,6197,5011,7442,5454
"chr1:27240160",6799,6186,5003,7394,5433
"chr1:27240161",6754,6137,4960,7316,5362
"chr1:27240162",6764,6107,4975,7300,5368
"chr1:27240163",6848,6157,5038,7388,5422
"chr1:27240164",6852,6183,5057,7405,5429
"chr1:27240165",6848,6204,5046,7366,5436
"chr1:27240166",6863,6232,5047,7373,5448
"chr1:27240167",6926,6276,5075,7430,5492
"chr1:27240168",6939,6255,5075,7431,5478
"chr1:27240169",6835,6210,5031,7383,5433
"chr1:27240170",6846,6231,5042,7400,5435
"chr1:27240171",6815,6204,5033,7372,5436
"chr1:27240172",6786,6201,5004,7332,5408
"chr1:27240173",6844,6246,5047,7394,5448
"chr1:27240174",6863,6253,5048,7390,5462
"chr1:27240175",6851,6275,5042,7383,5451
"chr1:27240176",6893,6305,5081,7422,5496
"chr1:27240177",6925,6351,5073,7411,5518
"chr1:27240178",6926,6334,5085,7395,5512
"chr1:27240179",6920,6320,5096,7387,5500
"chr1:27240180",6906,6334,5090,7369,5500
"chr1:27240181",6837,6298,5025,7277,5442
"chr1:27240182",6864,6294,5033,7277,5442
"chr1:27240183",6855,6273,5011,7262,5419
"chr1:27240184",6693,6131,4899,7065,5285
"chr1:27240185",6791,6209,4918,7107,5348
"chr1:27240186",6795,6215,4934,7131,5353
"chr1:27240187",6741,6175,4883,7070,5309
"chr1:27240188",6914,6244,4984,7155,5385
"chr1:27240189",6845,6215,4906,7032,5307
"chr1:27240190",6581,5966,4736,6742,5127
"chr1:27240191",6446,5841,4636,6504,5001
"chr1:27240192",6040,5460,4408,6052,4683
"chr1:27240193",6086,5490,4450,6101,4710
"chr1:27240194",6095,5463,4448,6089,4707
"chr1:27240195",6065,5446,4428,6078,4694
"chr1:27240196",6040,5420,4425,6032,4679
"chr1:27240197",6048,5454,4460,6072,4703
"chr1:27240198",6062,5468,4459,6091,4704
"chr1:27240199",6061,5418,4462,6078,4700
"chr1:27240200",6461,5648,4711,6446,4985
"chr1:27240201",6659,5736,4869,6619,5132
"chr1:27240202",6699,5788,4893,6686,5176
"chr1:27240203",6642,5762,4847,6668,5174
"chr1:27240204",6689,5797,4905,6746,5233
"chr1:27240205",6666,5787,4905,6718,5212
"chr1:27240206",6622,5759,4883,6673,5189
"chr1:27240207",6653,5812,4898,6696,5199
"chr1:27240208",6644,5799,4903,6688,5194
"chr1:27240209",6578,5748,4846,6645,5141
"chr1:27240210",6626,5819,4907,6677,5196
"chr1:27240211",6689,5883,4955,6780,5251
"chr1:27240212",6747,5943,5008,6856,5283
"chr1:27240213",6723,5933,4987,6849,5264
"chr1:27240214",6579,5792,4891,6739,5141
"chr1:27240215",6554,5765,4858,6696,5114
"chr1:27240216",6560,5759,4853,6714,5132
"chr1:27240217",6478,5696,4811,6645,5085
"chr1:27240218",6494,5701,4814,6650,5106
"chr1:27240219",6662,5831,4917,6782,5224
"chr1:27240220",6721,5892,4960,6876,5266
"chr1:27240221",6794,5915,4998,6926,5324
"chr1:27240222",6838,5932,5024,6966,5341
"chr1:27240223",6760,5874,4985,6925,5296
"chr1:27240224",6747,5856,4963,6896,5278
"chr1:27240225",6731,5853,4936,6867,5247
"chr1:27240226",6585,5760,4851,6760,5150
"chr1:27240227",6553,5751,4835,6742,5163
"chr1:27240228",6581,5770,4839,6747,5173
"chr1:27240229",6586,5792,4853,6764,5173
"chr1:27240230",6650,5824,4882,6821,5216
"chr1:27240231",6627,5814,4881,6825,5193
"chr1:27240232",6622,5791,4867,6813,5182
"chr1:27240233",6615,5777,4869,6799,5174
"chr1:27240234",6582,5747,4850,6789,5160
"chr1:27240235",6585,5744,4850,6822,5162
"chr1:27240236",6603,5758,4851,6863,5155
"chr1:27240237",6617,5782,4883,6918,5171
"chr1:27240238",6599,5774,4881,6909,5158
"chr1:27240239",6544,5754,4851,6887,5125
"chr1:27240240",6614,5783,4901,6938,5177
"chr1:27240241",6587,5751,4872,6915,5137
"chr1:27240242",6590,5740,4854,6904,5112
"chr1:27240243",6470,5603,4771,6784,5018
"chr1:27240244",6303,5435,4645,6679,4878
"chr1:27240245",6308,5425,4637,6685,4876
"chr1:27240246",6296,5392,4634,6670,4862
"chr1:27240247",6274,5386,4605,6646,4850
"chr1:27240248",6279,5399,4614,6656,4854
"chr1:27240249",6280,5388,4610,6649,4844
"chr1:27240250",6283,5388,4629,6669,4844
"chr1:27240251",6323,5440,4659,6722,4871
"chr1:27240252",6312,5449,4667,6761,4891
"chr1:27240253",6260,5432,4636,6767,4859
"chr1:27240254",6134,5290,4545,6654,4729
"chr1:27240255",6145,5283,4530,6598,4710
"chr1:27240256",6081,5211,4493,6478,4676
"chr1:27240257",5961,5111,4406,6378,4600
"chr1:27240258",5938,5108,4405,6351,4575
"chr1:27240259",5932,5128,4401,6336,4573
"chr1:27240260",6145,5317,4540,6553,4733
"chr1:27240261",6162,5339,4547,6587,4742
"chr1:27240262",6153,5337,4530,6577,4720
"chr1:27240263",6156,5347,4541,6586,4720
"chr1:27240264",6140,5320,4528,6568,4701
"chr1:27240265",6115,5291,4496,6557,4687
"chr1:27240266",6047,5226,4444,6501,4629
"chr1:27240267",6112,5291,4451,6585,4656
"chr1:27240268",6111,5246,4442,6562,4658
"chr1:27240269",6027,5191,4387,6552,4607
"chr1:27240270",6058,5196,4392,6559,4612
"chr1:27240271",6043,5171,4380,6579,4595
"chr1:27240272",6083,5209,4414,6600,4618
"chr1:27240273",6060,5168,4395,6571,4602
"chr1:27240274",6076,5169,4432,6593,4621
"chr1:27240275",6085,5176,4422,6597,4626
"chr1:27240276",6034,5134,4374,6526,4575
"chr1:27240277",6105,5166,4421,6583,4616
"chr1:27240278",6090,5148,4405,6604,4612
"chr1:27240279",6053,5089,4362,6576,4591
"chr1:27240280",6091,5153,4398,6623,4636
"chr1:27240281",6102,5156,4402,6648,4647
"chr1:27240282",6132,5150,4418,6695,4658
"chr1:27240283",6144,5187,4442,6782,4675
"chr1:27240284",6143,5185,4444,6801,4686
"chr1:27240285",6148,5176,4446,6789,4683
"chr1:27240286",6166,5208,4441,6801,4701
"chr1:27240287",6200,5260,4469,6824,4715
"chr1:27240288",6199,5264,4468,6801,4701
"chr1:27240289",6139,5213,4442,6753,4667
"chr1:27240290",6244,5303,4526,6841,4755
"chr1:27240291",6258,5298,4540,6833,4764
"chr1:27240292",6223,5298,4512,6831,4761
"chr1:27240293",6255,5312,4531,6862,4772
"chr1:27240294",6241,5307,4540,6856,4770
"chr1:27240295",6252,5327,4560,6868,4796
"chr1:27240296",6266,5332,4562,6858,4796
"chr1:27240297",6268,5333,4554,6847,4788
"chr1:27240298",6227,5292,4550,6806,4764
"chr1:27240299",6249,5310,4562,6801,4776
"chr1:27240300",6257,5307,4564,6690,4765
"chr1:27240301",6255,5291,4546,6653,4753
"chr1:27240302",6250,5264,4530,6626,4753
"chr1:27240303",6226,5248,4523,6616,4742
"chr1:27240304",6234,5258,4493,6575,4709
"chr1:27240305",6314,5301,4566,6616,4766
"chr1:27240306",6382,5342,4587,6665,4789
"chr1:27240307",6360,5358,4578,6706,4782
"chr1:27240308",6255,5224,4533,6645,4669
"chr1:27240309",6304,5251,4543,6674,4680
"chr1:27240310",6362,5276,4566,6688,4701
"chr1:27240311",6349,5257,4575,6639,4686
"chr1:27240312",6324,5246,4556,6627,4663
"chr1:27240313",6320,5260,4554,6592,4656
"chr1:27240314",6324,5295,4557,6627,4653
"chr1:27240315",6331,5322,4532,6600,4636
"chr1:27240316",6301,5282,4500,6564,4596
"chr1:27240317",6215,5183,4460,6497,4510
"chr1:27240318",6221,5198,4475,6519,4515
"chr1:27240319",6218,5194,4463,6447,4488
"chr1:27240320",6203,5168,4477,6429,4487
"chr1:27240321",6221,5240,4505,6405,4488
"chr1:27240322",6229,5261,4520,6425,4512
"chr1:27240323",6213,5259,4515,6372,4527
"chr1:27240324",6233,5268,4535,6389,4533
"chr1:27240325",6370,5461,4659,6520,4689
"chr1:27240326",6383,5467,4660,6535,4699
"chr1:27240327",6313,5427,4618,6458,4639
"chr1:27240328",6391,5438,4649,6481,4678
"chr1:27240329",6413,5448,4642,6489,4682
"chr1:27240330",6341,5406,4636,6444,4675
"chr1:27240331",6499,5518,4712,6535,4755
"chr1:27240332",6527,5541,4737,6583,4768
"chr1:27240333",6587,5586,4773,6627,4825
"chr1:27240334",6575,5602,4776,6622,4826
"chr1:27240335",6458,5485,4692,6530,4750
"chr1:27240336",6300,5338,4600,6359,4628
"chr1:27240337",6189,5220,4513,6237,4556
"chr1:27240338",6280,5370,4532,6335,4607
"chr1:27240339",6272,5360,4536,6337,4599
"chr1:27240340",6443,5554,4674,6474,4696
"chr1:27240341",6562,5667,4742,6543,4762
"chr1:27240342",6557,5690,4760,6548,4781
"chr1:27240343",6579,5738,4760,6565,4813
"chr1:27240344",6750,5966,4920,6747,4998
"chr1:27240345",6825,6013,4951,6772,5050
"chr1:27240346",6744,5963,4914,6725,5025
"chr1:27240347",6839,6081,5004,6786,5069
"chr1:27240348",6885,6078,5017,6794,5098
"chr1:27240349",6895,6103,5006,6772,5109
"chr1:27240350",6768,6025,4966,6709,5085
"chr1:27240351",6911,6121,5072,6791,5171
"chr1:27240352",6936,6161,5100,6811,5204
"chr1:27240353",6762,6069,5010,6675,5096
"chr1:27240354",6864,6212,5105,6783,5183
"chr1:27240355",6874,6233,5135,6805,5210
"chr1:27240356",6884,6254,5135,6809,5235
"chr1:27240357",7383,6682,5504,7242,5562
"chr1:27240358",7405,6695,5483,7261,5600
"chr1:27240359",7495,6784,5592,7306,5664
"chr1:27240360",7424,6685,5549,7165,5574
"chr1:27240361",7372,6715,5543,7176,5558
"chr1:27240362",7451,6748,5593,7184,5585
"chr1:27240363",7427,6719,5570,7162,5580
"chr1:27240364",7530,6811,5629,7262,5663
"chr1:27240365",8444,7565,6344,7974,6250
"chr1:27240366",8603,7718,6464,8147,6359
"chr1:27240367",8690,7929,6519,8169,6474
"chr1:27240368",8770,8034,6594,8282,6520
"chr1:27240369",8616,8040,6483,8205,6439
"chr1:27240370",8508,8019,6446,8180,6410
"chr1:27240371",8629,8168,6485,8253,6496
"chr1:27240372",8608,8127,6486,8266,6506
"chr1:27240373",8631,8139,6491,8295,6501
"chr1:27240374",8729,8219,6595,8341,6591
"chr1:27240375",8771,8279,6644,8378,6628
"chr1:27240376",8766,8287,6661,8388,6621
"chr1:27240377",8869,8386,6736,8413,6694
"chr1:27240378",8876,8415,6766,8424,6692
"chr1:27240379",8893,8437,6737,8409,6677
"chr1:27240380",9012,8502,6795,8463,6737
"chr1:27240381",8930,8451,6758,8399,6708
"chr1:27240382",8806,8328,6667,8275,6619
"chr1:27240383",8974,8511,6861,8613,6736
"chr1:27240384",9071,8589,6959,8680,6803
"chr1:27240385",9124,8619,7008,8723,6829
"chr1:27240386",9108,8611,7008,8700,6807
"chr1:27240387",9258,8792,7207,8915,6960
"chr1:27240388",9390,8967,7374,9056,7101
"chr1:27240389",9419,9022,7389,9110,7158
"chr1:27240390",9422,9035,7397,9099,7167
"chr1:27240391",9563,9195,7484,9234,7264
"chr1:27240392",9601,9223,7499,9274,7290
"chr1:27240393",9546,9182,7501,9245,7277
"chr1:27240394",10066,9588,7839,9747,7667
"chr1:27240395",10191,9719,7931,9856,7791
"chr1:27240396",10219,9810,7980,9907,7848
"chr1:27240397",10272,9795,7992,9945,7886
"chr1:27240398",10399,9884,8067,10027,7940
"chr1:27240399",10376,9889,8068,10030,7952
"chr1:27240400",10398,9899,8077,10038,7977
"chr1:27240401",10377,9891,8081,10037,7986
"chr1:27240402",10387,9954,8113,10139,8043
"chr1:27240403",10409,10012,8163,10181,8092
"chr1:27240404",10453,10037,8178,10251,8137
"chr1:27240405",10444,10034,8182,10259,8130
"chr1:27240406",10401,10016,8185,10224,8107
"chr1:27240407",10304,9956,8095,10114,8049
"chr1:27240408",10370,10039,8123,10196,8085
"chr1:27240409",10398,10096,8133,10218,8130
"chr1:27240410",10459,10158,8199,10238,8185
"chr1:27240411",10671,10310,8413,10516,8368
"chr1:27240412",10792,10417,8467,10609,8451
"chr1:27240413",10824,10429,8486,10661,8481
"chr1:27240414",10811,10405,8481,10635,8470
"chr1:27240415",10863,10449,8532,10666,8503
"chr1:27240416",10860,10428,8517,10676,8513
"chr1:27240417",10822,10396,8496,10650,8508
"chr1:27240418",10821,10413,8499,10683,8520
"chr1:27240419",10937,10528,8562,10863,8587
"chr1:27240420",10987,10599,8595,10972,8653
"chr1:27240421",10994,10623,8590,11025,8691
"chr1:27240422",10957,10585,8595,11021,8682
"chr1:27240423",11044,10677,8633,11077,8736
"chr1:27240424",11052,10673,8634,11090,8752
"chr1:27240425",10964,10612,8585,11087,8705
"chr1:27240426",10995,10629,8576,11090,8714
"chr1:27240427",10988,10617,8585,11110,8730
"chr1:27240428",10968,10625,8608,11142,8748
"chr1:27240429",11141,10748,8676,11291,8868
"chr1:27240430",11129,10727,8672,11309,8861
"chr1:27240431",11096,10686,8652,11277,8830
"chr1:32757746",1761,1420,1478,2023,1548
"chr1:32757747",1800,1467,1494,2047,1588
"chr1:32757748",1811,1470,1508,2061,1599
"chr1:32757749",1820,1477,1516,2067,1599
"chr1:32757750",1823,1480,1538,2101,1622
"chr1:32757751",1843,1495,1538,2100,1625
"chr1:32757752",1899,1521,1571,2162,1655
"chr1:32757753",1950,1565,1612,2198,1686
"chr1:32757754",1970,1589,1637,2225,1708
"chr1:32757755",1965,1577,1648,2238,1713
"chr1:32757756",1999,1613,1651,2258,1732
"chr1:32757757",2012,1646,1659,2274,1727
"chr1:32757758",2060,1696,1696,2313,1750
"chr1:32757759",2065,1705,1694,2312,1758
"chr1:32757760",2061,1698,1697,2313,1761
"chr1:32757761",2101,1744,1712,2345,1782
"chr1:32757762",2113,1756,1717,2357,1798
"chr1:32757763",2124,1778,1722,2369,1809
"chr1:32757764",2140,1790,1733,2394,1818
"chr1:32757765",2147,1783,1740,2414,1836
"chr1:32757766",2180,1796,1759,2444,1866
"chr1:32757767",2187,1812,1783,2487,1890
"chr1:32757768",2196,1826,1793,2492,1894
"chr1:32757769",2260,1863,1839,2557,1967
"chr1:32757770",2286,1895,1865,2569,1989
"chr1:32757771",2275,1882,1857,2582,1986
"chr1:32757772",2281,1881,1863,2590,1997
"chr1:32757773",2325,1934,1906,2650,2027
"chr1:32757774",2345,1934,1917,2662,2040
"chr1:32757775",2364,1945,1939,2668,2054
"chr1:32757776",2358,1966,1948,2676,2065
"chr1:32757777",2402,1987,1968,2703,2101
"chr1:32757778",2400,1986,1969,2704,2094
"chr1:32757779",2407,1992,1981,2708,2110
"chr1:32757780",2404,1983,1978,2707,2110
"chr1:32757781",2417,2001,1975,2719,2116
"chr1:32757782",2411,1996,1976,2706,2112
"chr1:32757783",2429,1996,1983,2723,2120
"chr1:32757784",2418,1995,1985,2718,2127
"chr1:32757785",2444,2002,1992,2722,2134
"chr1:32757786",2444,2000,1985,2719,2133
"chr1:32757787",2432,1996,1978,2720,2126
"chr1:32757788",2431,1976,1975,2645,2112
"chr1:32757789",2418,1949,1965,2611,2106
"chr1:32757790",2446,1986,1974,2635,2121
"chr1:32757791",2444,1980,1974,2629,2120
"chr1:32757792",2436,1974,1958,2607,2104
"chr1:32757793",2432,1977,1960,2597,2096
"chr1:32757794",2423,1963,1954,2584,2096
"chr1:32757795",2410,1942,1949,2575,2086
"chr1:32757796",2427,1954,1949,2567,2084
"chr1:32757797",2416,1943,1938,2555,2080
"chr1:32757798",2407,1941,1938,2542,2077
"chr1:32757799",2408,1941,1928,2542,2071
"chr1:32757800",2400,1937,1932,2537,2075
"chr1:32757801",2404,1935,1929,2540,2071
"chr1:32757802",2391,1945,1928,2516,2078
"chr1:32757803",2399,1939,1927,2530,2081
"chr1:32757804",2383,1923,1920,2519,2072
"chr1:32757805",2396,1927,1921,2518,2071
"chr1:32757806",2392,1919,1917,2518,2064
"chr1:32757807",2380,1902,1893,2506,2050
"chr1:32757808",2387,1895,1881,2499,2055
"chr1:32757809",2382,1892,1866,2489,2036
"chr1:32757810",2369,1859,1857,2472,2025
"chr1:32757811",2371,1853,1863,2461,2024
"chr1:32757812",2392,1876,1889,2486,2029
"chr1:32757813",2386,1860,1888,2463,2024
"chr1:32757814",2372,1855,1875,2461,2016
"chr1:32757815",2376,1856,1873,2466,2013
"chr1:32757816",2377,1848,1873,2463,2001
"chr1:32757817",2371,1829,1871,2446,1998
"chr1:32757818",2382,1844,1877,2454,1990
"chr1:32757819",2374,1839,1862,2447,1968
"chr1:32757820",2369,1835,1861,2444,1965
"chr1:32757821",2354,1836,1850,2434,1960
"chr1:32757822",2346,1831,1852,2436,1955
"chr1:32757823",2319,1817,1848,2405,1927
"chr1:32757824",2318,1825,1845,2414,1928
"chr1:32757825",2316,1815,1839,2390,1921
"chr1:32757826",2301,1800,1829,2376,1901
"chr1:32757827",2308,1805,1832,2377,1905
"chr1:32757828",2295,1817,1836,2383,1899
"chr1:32757829",2308,1818,1837,2368,1899
"chr1:32757830",2271,1791,1834,2345,1882
"chr1:32757831",2292,1813,1834,2350,1889
"chr1:32757832",2291,1801,1834,2337,1881
"chr1:32757833",2268,1771,1826,2302,1869
"chr1:32757834",2282,1789,1825,2304,1876
"chr1:32757835",2279,1777,1828,2304,1874
"chr1:32757836",2263,1754,1821,2286,1864
"chr1:32757837",2260,1745,1820,2265,1859
"chr1:32757838",2259,1745,1815,2256,1855
"chr1:32757839",2246,1735,1807,2243,1844
"chr1:32757840",2249,1737,1805,2232,1838
"chr1:32757841",2233,1715,1796,2179,1825
"chr1:32757842",2229,1698,1792,2149,1816
"chr1:32757843",2218,1689,1779,2111,1792
"chr1:32757844",2204,1684,1772,2107,1781
"chr1:32757845",2136,1656,1748,2046,1742
"chr1:32768222",12102,15424,12116,14911,13680
"chr1:32768223",12069,15418,12103,14895,13681
"chr1:32768224",12060,15421,12126,14825,13668
"chr1:32768225",11997,15341,12099,14777,13629
"chr1:32768226",12283,15627,12288,15065,13876
"chr1:32768227",12414,15929,12435,15626,14087
"chr1:32768228",12415,15978,12468,15628,14128
"chr1:32768229",12577,16126,12613,15721,14288
"chr1:32768230",12702,16169,12701,15806,14383
"chr1:32768231",12725,16198,12712,15844,14410
"chr1:32768232",12693,16176,12669,15836,14366
"chr1:32768233",12697,16134,12663,15813,14342
"chr1:32768234",12716,16163,12670,15821,14349
"chr1:32768235",12716,16141,12664,15804,14356
"chr1:32768236",12763,16174,12685,15846,14384
"chr1:32768237",12854,16307,12756,15951,14451
"chr1:32768238",12947,16449,12865,16073,14523
"chr1:32768239",12943,16521,12926,16108,14519
"chr1:32768240",12962,16555,12981,16113,14552
"chr1:32768241",12954,16613,12999,16164,14566
"chr1:32768242",12999,16683,13074,16240,14598
"chr1:32768243",13028,16709,13079,16231,14624
"chr1:32768244",12956,16692,13041,16182,14528
"chr1:32768245",13048,16769,13081,16118,14582
"chr1:32768246",13042,16751,13088,16068,14589
"chr1:32768247",12704,16498,12838,15710,14300
"chr1:32768248",12729,16502,12865,15718,14319
"chr1:32768249",12693,16501,12816,15623,14283
"chr1:32768250",12595,16403,12739,15483,14158
"chr1:32768251",12694,16490,12828,15604,14231
"chr1:32768252",12694,16469,12800,15629,14229
"chr1:32768253",12666,16462,12794,15592,14175
"chr1:32768254",12692,16488,12875,15666,14228
"chr1:32768255",12696,16531,12878,15732,14244
"chr1:32768256",13318,17193,13320,16222,14779
"chr1:32768257",13386,17330,13389,16352,14856
"chr1:32768258",13324,17302,13375,16339,14848
"chr1:32768259",13302,17272,13366,16292,14806
"chr1:32768260",13247,17229,13367,16270,14779
"chr1:32768261",13295,17330,13395,16320,14850
"chr1:32768262",13303,17331,13390,16320,14857
"chr1:32768263",13200,17229,13298,16241,14782
"chr1:32768264",13221,17294,13392,16289,14817
"chr1:32768265",13308,17377,13453,16394,14882
"chr1:32768266",13329,17402,13502,16418,14920
"chr1:32768267",13374,17423,13600,16512,14912
"chr1:32768268",13383,17496,13623,16522,14926
"chr1:32768269",14039,18198,14194,17192,15597
"chr1:32768270",14078,18231,14247,17230,15714
"chr1:32768271",14192,18390,14306,17323,15802
"chr1:32768272",14209,18359,14310,17323,15802
"chr1:32768273",14168,18349,14286,17272,15763
"chr1:32768274",14146,18327,14240,17267,15748
"chr1:32768275",14135,18317,14243,17227,15743
"chr1:32768276",14145,18329,14253,17233,15739
"chr1:32768277",14175,18377,14263,17218,15770
"chr1:32768278",14347,18555,14394,17401,15899
"chr1:32768279",14445,18701,14452,17479,16011
"chr1:32768280",14558,18804,14594,17563,16156
"chr1:32768281",14562,18803,14561,17533,16158
"chr1:32768282",14379,18682,14445,17341,15938
"chr1:32768283",14359,18607,14405,17291,15891
"chr1:32768284",14287,18572,14354,17180,15855
"chr1:32768285",14381,18591,14401,17257,15920
"chr1:32768286",14345,18531,14383,17157,15889
"chr1:32768287",14439,18569,14445,17171,15873
"chr1:32768288",14455,18573,14467,17175,15859
"chr1:32768289",14388,18410,14426,17099,15787
"chr1:32768290",14371,18411,14405,17100,15814
"chr1:32768291",14339,18372,14370,17091,15803
"chr1:32768292",14342,18345,14330,17035,15730
